Org	P_Code	v_look_pcode	Latitude	Longitude	geo	Village	Target_HH	start_dates	end_dates	WASH_Shelter_both	Direct_Contractor_Voucher	Average_Value_HH	unfinished_Garages_ICS	Occupied_Unoccupied
Save The Children	LBN51238	LBN51238	34.576517	36.244375	"34.576517,36.244375"	Sindyene	3	1/6/2014	31/03/2015	Shelter	Direct	250$	Unfinished	occupied
Save The Children	LBN51238	LBN51238	34.576517	36.244375	"34.576517,36.244375"	Sindyene	4	1/6/2014	31/03/2015	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51238	LBN51238	34.576517	36.244375	"34.576517,36.244375"	Sindyene	2	1/6/2014	31/03/2015	Both	voucher-direct	400$	Garages	Occupied
Save The Children	LBN51086	LBN51086	34.636866	36.367575	"34.636866,36.367575"	El Hichi	53	1/6/2014	31/12/2014	Both	voucher	1500$	Unfinished	Occupied
Save The Children	LBN51006	LBN51006	34.608486	36.162669	"34.608486,36.162669"	Amaret el Baykat	3	1/6/2014	31/12/2014	Both	voucher	1500$	Unfinished	Occupied
Save The Children	LBN51067	LBN51067	34.599461	36.18998	"34.599461,36.18998"	Ed Daousse	5	1/6/2014	31/12/2014	Both	voucher	1500$	Unfinished	Occupied
Save The Children	LBN51114	LBN51114	34.607111	36.237358	"34.607111,36.237358"	El Qsair	4	1/6/2014	31/12/2014	Both	voucher	1500$	Unfinished	Occupied
Save The Children	LBN51117	LBN51117	34.620137	36.37704	"34.620137,36.37704"	El Rama	3	1/6/2014	31/12/2014	Both	voucher	1500$	Unfinished	Occupied
PU-AMI	LBN51179	LBN51179	34.631058	36.327142	"34.631058,36.327142"	Machta Hammoud		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51145	LBN51145	34.615397	36.427358	"34.615397,36.427358"	Hnaider		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51198	LBN51198	34.587642	36.353433	"34.587642,36.353433"	Mrah Al Khawkh		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51100	LBN51100	34.629743	36.395025	"34.629743,36.395025"	El Majdal		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51180	LBN51180	34.623436	36.322519	"34.623436,36.322519"	Machta Hassan		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51041	LBN51041	34.524436	36.009209	"34.524436,36.009209"	Borj el Arab		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51323	LBN51323	34.6177	36.3769	"34.6177,36.3769"	Rajm Issa		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51225	LBN51225	34.606444	36.382431	"34.606444,36.382431"	Rajm Hssein		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51226	LBN51226	34.619136	36.391436	"34.619136,36.391436"	Rajm Khalaf		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51026	LBN51026	34.499053	35.992892	"34.499053,35.992892"	Bebnine		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51036	LBN51036	34.581298	36.048364	"34.581298,36.048364"	Bellanet el Hissa		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51212	LBN51212	34.449014	36.096042	"34.449014,36.096042"	Qabaait		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51038	LBN51038	34.477422	36.032661	"34.477422,36.032661"	Berqayel		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51176	LBN51176	34.560861	36.100678	"34.560861,36.100678"	Kousha		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51137	LBN51137	34.543328	36.077703	"34.543328,36.077703"	Halba		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51174	LBN51174	34.600356	36.440239	"34.600356,36.440239"	Knaisse		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51173	LBN51173	34.558628	36.095636	"34.558628,36.095636"	Khraibet ej Joundi		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51318	LBN51318	34.568889	36.098333	"34.568889,36.098333"	Qanbar		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51248	LBN51248	34.627361	36.07565	"34.627361,36.07565"	Tall Hmaire		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51258	LBN51258	34.63252	36.117219	"34.63252,36.117219"	Aabboudiye		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51208	LBN51208	34.498578	36.014142	"34.498578,36.014142"	Ouadi Ej jamous		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51019	LBN51019	34.5433	36.361855	"34.5433,36.361855"	Akroum		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51044	LBN51044	34.472564	36.043397	"34.472564,36.043397"	Bzal		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51165	LBN51165	34.557858	36.357803	"34.557858,36.357803"	Kfartoun		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51122	LBN51122	34.604105	36.340114	"34.604105,36.340114"	Sahle		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51072	LBN51072	34.516778	35.967022	"34.516778,35.967022"	Abde		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
PU-AMI	LBN51246	LBN51246	34.617883	36.005892	"34.617883,36.005892"	Tell Bibi		28/02/2014	28/02/2015	Both	Direct to Beneficiary	1300	Unfinished	Occupied
Save The Children	LBN51002	LBN51002	34.5972	36.286422	"34.5972,36.286422"	AIDAMOUN	11	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51019	LBN51019	34.5433	36.361855	"34.5433,36.361855"	AKROUM	231	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51019	LBN51019	34.5433	36.361855	"34.5433,36.361855"	AKROUM	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51006	LBN51006	34.608486	36.162669	"34.608486,36.162669"	AMAR EL BAYKET	4	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51006	LBN51006	34.608486	36.162669	"34.608486,36.162669"	AMAR EL BAYKET	11	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51074	LBN51074	34.628724	36.386368	"34.628724,36.386368"	AMAYER	241	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51074	LBN51074	34.628724	36.386368	"34.628724,36.386368"	AMAYER	4	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51007	LBN51007	34.587039	36.304361	"34.587039,36.304361"	ANDAKET 	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51268	LBN51268	34.5703	36.3603	"34.5703,36.3603"	BANI SAKHER	79	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51298	LBN51298	34.691	36.334	"34.691,36.334"	KHAT EL PETROL	125	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51298	LBN51298	34.691	36.334	"34.691,36.334"	KHAT EL PETROL	19	1/9/2013	1/5/2014	Shelter	Direct	150S	ICS	Occupied
Save The Children	LBN51298	LBN51298	34.691	36.334	"34.691,36.334"	KHAT EL PETROL	5	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51040	LBN51040	34.587564	36.236436	"34.587564,36.236436"	BIRE	57	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51040	LBN51040	34.587564	36.236436	"34.587564,36.236436"	BIRE	103	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51131	LBN51131	34.577733	36.202772	"34.577733,36.202772"	BSETINE	22	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51067	LBN51067	34.599461	36.18998	"34.599461,36.18998"	DAWSE	49	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51067	LBN51067	34.599461	36.18998	"34.599461,36.18998"	DAWSE	80	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51168	LBN51168	34.587142	36.220561	"34.587142,36.220561"	DWER ADAWIYEH	4	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51017	LBN51017	34.584325	36.182925	"34.584325,36.182925"	EIN TINTA	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51285	LBN51285	34.617222	36.163889	"34.617222,36.163889"	FARED	208	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51285	LBN51285	34.617222	36.163889	"34.617222,36.163889"	FARED	10	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51086	LBN51086	34.636866	36.367575	"34.636866,36.367575"	HICHI 	202	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51086	LBN51086	34.636866	36.367575	"34.636866,36.367575"	HICHI 	1	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51086	LBN51086	34.636866	36.367575	"34.636866,36.367575"	HICHI 	40	1/9/2013	1/5/2014	Shelter	Direct	150S	ICS	Occupied
Save The Children	LBN51145	LBN51145	34.615397	36.427358	"34.615397,36.427358"	HNEIDER	172	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51145	LBN51145	34.615397	36.427358	"34.615397,36.427358"	HNEIDER	1	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51145	LBN51145	34.615397	36.427358	"34.615397,36.427358"	HNEIDER	1	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children			34.60892801	36.39171839	"34.60892801,36.39171839"	KALKHA	22	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51165	LBN51165	34.557858	36.357803	"34.557858,36.357803"	KFARTOUN	167	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51165	LBN51165	34.557858	36.357803	"34.557858,36.357803"	KFARTOUN	13	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51170	LBN51170	34.579583	36.189092	"34.579583,36.189092"	KHERBET CHOR	3	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51168	LBN51168	34.587142	36.220561	"34.587142,36.220561"	KHERBET DAWOUD	104	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51167	LBN51167	34.568392	36.005837	"34.568392,36.005837"	KHRAB EL HAYAT	9	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51167	LBN51167	34.568392	36.005837	"34.568392,36.005837"	KHRAB EL HAYAT	13	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51174	LBN51174	34.600356	36.440239	"34.600356,36.440239"	KNAYSSEH	144	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51114	LBN51114	34.607111	36.237358	"34.607111,36.237358"	KOSSER	3	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51294	LBN51294	34.612089	36.20827	"34.612089,36.20827"	KWESHRA	55	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51294	LBN51294	34.612089	36.20827	"34.612089,36.20827"	KWESHRA	22	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51294	LBN51294	34.612089	36.20827	"34.612089,36.20827"	KWESHRA	104	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51179	LBN51179	34.631058	36.327142	"34.631058,36.327142"	MACHTA HAMMOUD	97	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51179	LBN51179	34.631058	36.327142	"34.631058,36.327142"	MACHTA HAMMOUD	1	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51179	LBN51179	34.631058	36.327142	"34.631058,36.327142"	MACHTA HAMMOUD	20	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51180	LBN51180	34.623436	36.322519	"34.623436,36.322519"	MACHTA HASSAN	20	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51180	LBN51180	34.623436	36.322519	"34.623436,36.322519"	MACHTA HASSAN	10	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51045	LBN51045	34.620031	36.322347	"34.620031,36.322347"	CHADRA	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51100	LBN51100	34.629743	36.395025	"34.629743,36.395025"	MAJDAL	167	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51100	LBN51100	34.629743	36.395025	"34.629743,36.395025"	MAJDAL	7	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51100	LBN51100	34.629743	36.395025	"34.629743,36.395025"	MAJDAL	3	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51301	LBN51301	34.569999	36.216436	"34.569999,36.216436"	MAJDAL BIRE	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51195	LBN51195	34.644633	36.352856	"34.644633,36.352856"	MKAYBLEH	59	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51195	LBN51195	34.644633	36.352856	"34.644633,36.352856"	MKAYBLEH	2	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51107	LBN51107	34.596795	36.38595	"34.596795,36.38595"	MOUNSEH	108	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51107	LBN51107	34.596795	36.38595	"34.596795,36.38595"	MOUNSEH	19	1/9/2013	1/5/2014	Shelter	Direct	150$	ics	Occupied
Save The Children			34.35158548	35.78307152	"34.35158548,35.78307152"	NSOUB	8	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51220	LBN51220	34.585353	36.366381	"34.585353,36.366381"	QINYE	48	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51220	LBN51220	34.585353	36.366381	"34.585353,36.366381"	QINYE	5	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51220	LBN51220	34.585353	36.366381	"34.585353,36.366381"	QINYE	6	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51225	LBN51225	34.606444	36.382431	"34.606444,36.382431"	RAJEM HSEIN	183	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51226	LBN51226	34.619136	36.391436	"34.619136,36.391436"	RAJEM KHALAF	94	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51226	LBN51226	34.619136	36.391436	"34.619136,36.391436"	RAJEM KHALAF	2	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
Save The Children	LBN51117	LBN51117	34.620137	36.37704	"34.620137,36.37704"	RAMA	295	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51122	LBN51122	34.604105	36.340114	"34.604105,36.340114"	SAHLE	73	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51238	LBN51238	34.576517	36.244375	"34.576517,36.244375"	SINDYENE	66	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51238	LBN51238	34.576517	36.244375	"34.576517,36.244375"	SINDYENE	1	1/9/2013	1/5/2014	Shelter	Direct	150$	ICS	Occupied
Save The Children	LBN51127	LBN51127	34.595375	36.14035	"34.595375,36.14035"	TLEIL	12	1/9/2013	1/5/2014	Shelter	Direct	250$	Unfinished	Occupied
Save The Children	LBN51127	LBN51127	34.595375	36.14035	"34.595375,36.14035"	TLEIL	45	1/9/2013	1/5/2014	Shelter	Direct	250$	Garages	Occupied
