Date1,Date2,date,month,Value,Ind_name,units,activity,partner,location,Pcode,state,District,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TOWNSHIP_N,VillageTra,VillageWar,Longitude,Latitude
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
3/13/2013,3/13/2013,03/13/2013,Mar-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
3/13/2013,3/13/2013,03/13/2013,Mar-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
1/2/2013,1/2/2013,01/02/2013,Jan-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
5/2/2013,5/2/2013,05/02/2013,May-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
1/2/2013,1/2/2013,01/02/2013,Jan-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/26/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
2/14/2013,2/14/2013,02/14/2013,Feb-13,35,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
2/14/2013,2/14/2013,02/14/2013,Feb-13,90,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Aung Taing,MMR012CMP006,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Sa Par Htar,Aung Taing,93.299485,20.480898
2/14/2013,2/14/2013,02/14/2013,Feb-13,20,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
2/14/2013,2/14/2013,02/14/2013,Feb-13,230,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Maw Ti Ngar,MMR012CMP092,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Bu May,92.831,20.185917
2/14/2013,2/14/2013,02/14/2013,Feb-13,245,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Pa Rein,MMR012CMP009,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Pu Rein,Pu Rein,93.245551,20.576577
2/14/2013,2/14/2013,02/14/2013,Feb-13,205,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Tha Dar,MMR012CMP002,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Thar Dar,93.257272,20.392138
2/14/2013,2/14/2013,02/14/2013,Feb-13,360,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Yai Thei-Muslim,MMR012CMP010,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Yin Thei,Yin Thei,93.21704,20.501758
2/21/2013,2/21/2013,02/21/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/21/2013,2/21/2013,02/21/2013,Feb-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/21/2013,2/21/2013,02/21/2013,Feb-13,1306,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
2/21/2013,2/21/2013,02/21/2013,Feb-13,23,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Ba Wan Chaung Wa Su,MMR012CMP015,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Urban,Ba Wan Chaung Wa Su Ward,93.067891,20.173468
2/14/2013,2/14/2013,02/14/2013,Feb-13,35,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
2/20/2013,2/20/2013,02/20/2013,Feb-13,1542,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
2/14/2013,2/14/2013,02/14/2013,Feb-13,90,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,San Htoe Tan,MMR012CMP003,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Chaik Taung,San Htoe Tan,93.24967,20.39902
2/14/2013,2/14/2013,02/14/2013,Feb-13,230,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
1/1/2013,1/1/2013,01/01/2013,Jan-13,858,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
1/23/2013,1/23/2013,01/23/2013,Jan-13,3100,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Thet Kae Pyin,MMR012CMP048,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Kha War De Ywar Haung,92.831879,20.17994
1/29/2013,1/29/2013,01/29/2013,Jan-13,810,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
8/1/2013,8/1/2013,08/01/2013,Aug-13,24,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Ramree Town,MMR012CMP038,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39283,Ramree,Ramree,Kha Maung Chi Taing,0,93.86517,19.091054
8/1/2013,8/1/2013,08/01/2013,Aug-13,71,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Pha Yar Gyi Kwin,MMR012CMP036,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39281,Kyaukpyu,Kyauk_Phyu,Taung Yin,Ka Nyin Taw,93.552452,19.421102
8/1/2013,8/1/2013,08/01/2013,Aug-13,97,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Ramree Ward 6,MMR012CMP037,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39283,Ramree,Ramree,Kha Maung Chi Taing,0,93.857593,19.088283
8/1/2013,8/1/2013,08/01/2013,Aug-13,705,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Taung Paw,MMR012CMP014,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Ah Ngu,Pyin Taw Che,93.370038,20.037655
8/1/2013,8/1/2013,08/01/2013,Aug-13,418,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Kyauk Ta Lone,MMR012CMP035,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39281,Kyaukpyu,Kyauk_Phyu,Gone Chein,Say Poke Kay,93.512326,19.424577
1/1/2013,1/1/2013,01/01/2013,Jan-13,803,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Ah Nauk Ywe,MMR012CMP016,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyauk Pyin Seik,92.985095,20.108102
8/1/2013,8/1/2013,08/01/2013,Aug-13,45,Hygiene Kits Distributed,Kits,NFI Distribution,UNICEF,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
11/12/2013,11/12/2013,11/12/2013,Nov-13,187,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
10/30/2013,10/30/2013,10/30/2013,Oct-13,380,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
10/30/2013,10/30/2013,10/30/2013,Oct-13,280,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Goke Pi Htaunt,MMR012CMP027,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Goke Pi Htaunt,Goke Pi Htaunt (Ku Lar),93.01409,20.71326
10/27/2013,10/27/2013,10/27/2013,Oct-13,230,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
12/10/2013,12/10/2013,12/10/2013,Dec-13,36,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Lel Kyun,MMR012CMP025,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Lel Kyun,Ah Lel Kyun Ku Lar,93.01435,20.89674
5/28/2013,5/28/2013,05/28/2013,May-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Raw Ma Ni Sin Oe,MMR012CMP012,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Sin Oe,Raw Ma Ni,93.23952,20.61692
11/12/2013,11/12/2013,11/12/2013,Nov-13,48,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
12/10/2013,12/10/2013,12/10/2013,Dec-13,220,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Khaung Htoke,MMR012CMP030,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Khaung Toke,Khaung Toke (Ku Lar),93.006498,20.886998
5/28/2013,5/28/2013,05/28/2013,May-13,173,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
5/22/2013,5/22/2013,05/22/2013,May-13,4795,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Thet Kae Pyin,MMR012CMP048,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Kha War De Ywar Haung,92.831879,20.17994
5/21/2013,5/21/2013,05/21/2013,May-13,903,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
5/28/2013,5/28/2013,05/28/2013,May-13,773,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Ah Nauk Ywe,MMR012CMP016,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyauk Pyin Seik,92.985095,20.108102
5/28/2013,5/28/2013,05/28/2013,May-13,502,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
5/28/2013,5/28/2013,05/28/2013,May-13,203,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Set Yone Su 3,MMR012CMP093,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.879139,20.155806
3/13/2013,3/13/2013,03/13/2013,Mar-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/3/2013,2/3/2013,02/03/2013,Feb-13,3100,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Thet Kae Pyin,MMR012CMP048,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Kha War De Ywar Haung,92.831879,20.17994
3/13/2013,3/13/2013,03/13/2013,Mar-13,2907,Hygiene Kits Distributed,Kits,NFI Distribution,DRC,Say Tha Mar Gyi,MMR012CMP045,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Say Tha Mar Gyi,92.79248,20.202525
3/13/2013,3/13/2013,03/13/2013,Mar-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
4/28/2013,4/28/2013,04/28/2013,Apr-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
4/28/2013,4/28/2013,04/28/2013,Apr-13,0,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
4/23/2013,4/23/2013,04/23/2013,Apr-13,1338,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
4/25/2013,4/25/2013,04/25/2013,Apr-13,1028,Hygiene Kits Distributed,Kits,NFI Distribution,Save the Children,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
9/3/2013,9/3/2013,09/03/2013,Sep-13,186,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Dar Pai,MMR012CMP041,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Dar Paing Ywar Thit,92.827427,20.16846
2/26/2013,2/26/2013,02/26/2013,Feb-13,800,NFI Core Kits Distributed,Kits,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
2/26/2013,2/26/2013,02/26/2013,Feb-13,50,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/26/2013,Feb-13,200,NFI Core Kits Distributed,Kits,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
3/13/2013,3/13/2013,03/13/2013,Mar-13,68,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
3/13/2013,3/13/2013,03/13/2013,Mar-13,79,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
5/2/2013,5/2/2013,05/02/2013,May-13,0,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
1/2/2013,1/2/2013,01/02/2013,Jan-13,51,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
2/21/2013,2/21/2013,02/21/2013,Feb-13,15,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/21/2013,2/21/2013,02/21/2013,Feb-13,0,NFI Core Kits Distributed,Kits,NFI Distribution,UNICEF,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
2/21/2013,2/21/2013,02/21/2013,Feb-13,0,NFI Core Kits Distributed,Kits,NFI Distribution,UNICEF,Ba Wan Chaung Wa Su,MMR012CMP015,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Urban,Ba Wan Chaung Wa Su Ward,93.067891,20.173468
2/13/2013,2/13/2013,02/13/2013,Feb-13,20,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
1/17/2013,1/17/2013,01/17/2013,Jan-13,63,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
9/6/2013,9/6/2013,09/06/2013,Sep-13,33,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
10/17/2013,10/17/2013,10/17/2013,Oct-13,948,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
8/7/2013,8/7/2013,08/07/2013,Aug-13,755,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Taung Paw,MMR012CMP014,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Ah Ngu,Pyin Taw Che,93.370038,20.037655
8/7/2013,8/7/2013,08/07/2013,Aug-13,44,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
4/28/2013,4/28/2013,04/28/2013,Apr-13,64,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
1/2/2013,1/2/2013,01/02/2013,Jan-13,102,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
5/2/2013,5/2/2013,05/02/2013,May-13,0,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
2/26/2013,2/26/2013,02/26/2013,Feb-13,100,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/13/2013,2/13/2013,02/13/2013,Feb-13,40,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
2/21/2013,2/21/2013,02/21/2013,Feb-13,30,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
1/17/2013,1/17/2013,01/17/2013,Jan-13,63,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
